Date,3-Month,5-Year,10-Year,30-Year
2014-12-18,0.032999999821186066,1.659000039100647,2.2039999961853027,2.812000036239624
2014-12-19,0.02500000037252903,1.6540000438690186,2.1760001182556152,2.7739999294281006
2014-12-22,0.014999999664723873,1.659000039100647,2.1619999408721924,2.75
2014-12-23,0.019999999552965164,1.7269999980926514,2.256999969482422,2.8519999980926514
2014-12-24,0.019999999552965164,1.7589999437332153,2.2639999389648438,2.8340001106262207
2014-12-26,0.009999999776482582,1.75600004196167,2.25,2.813999891281128
2014-12-29,0.003000000026077032,1.7120000123977661,2.2070000171661377,2.7760000228881836
2014-12-30,0.019999999552965164,1.684000015258789,2.190000057220459,2.757999897003174
2014-12-31,0.03700000047683716,1.652999997138977,2.1700000762939453,2.749000072479248
2015-01-02,0.014999999664723873,1.6180000305175781,2.122999906539917,2.697000026702881
2015-01-05,0.003000000026077032,1.5679999589920044,2.0390000343322754,2.6050000190734863
2015-01-06,0.019999999552965164,1.4930000305175781,1.9630000591278076,2.5230000019073486
2015-01-07,0.019999999552965164,1.4730000495910645,1.9539999961853027,2.515000104904175
2015-01-08,0.017999999225139618,1.496000051498413,2.0160000324249268,2.5929999351501465
2015-01-09,0.014999999664723873,1.4429999589920044,1.9709999561309814,2.555999994277954
2015-01-12,0.013000000268220901,1.3880000114440918,1.9119999408721924,2.492000102996826
2015-01-13,0.023000000044703484,1.3589999675750732,1.8899999856948853,2.4820001125335693
2015-01-14,0.02500000037252903,1.3029999732971191,1.8370000123977661,2.4509999752044678
2015-01-15,0.023000000044703484,1.2239999771118164,1.774999976158142,2.4110000133514404
2015-01-16,0.017999999225139618,1.2829999923706055,1.815000057220459,2.434999942779541
2015-01-20,0.00800000037997961,1.2929999828338623,1.8070000410079956,2.3980000019073486
2015-01-21,0.019999999552965164,1.3359999656677246,1.8530000448226929,2.440000057220459
2015-01-22,0.014999999664723873,1.3819999694824219,1.8960000276565552,2.4690001010894775
2015-01-23,0.013000000268220901,1.3240000009536743,1.8170000314712524,2.3940000534057617
2015-01-26,0.004999999888241291,1.350000023841858,1.8279999494552612,2.3980000019073486
2015-01-27,0.017999999225139618,1.3320000171661377,1.8250000476837158,2.4019999504089355
2015-01-28,0.014999999664723873,1.2410000562667847,1.7239999771118164,2.2939999103546143
